state,year,house_women,house_all,prop_house_women,senate_women,senate_all,prop_senate_women,leg_women,leg_all,prop_leg_women,house_dem_women,house_dem_all,prop_house_dem_women,senate_dem_women,senate_dem_all,prop_senate_dem_women,leg_dem_women,leg_dem_all,prop_leg_dem_women,house_rep_women,house_rep_all,prop_house_rep_women,senate_rep_women,senate_rep_all,prop_senate_rep_women,leg_rep_women,leg_rep_all,prop_leg_rep_women,house_thi_women,house_thi_all,prop_house_thi_women,senate_thi_women,senate_thi_all,prop_senate_thi_women,leg_thi_women,leg_thi_all,prop_leg_thi_women
Mississippi,2012,21,122,0.1721311475,7,52,0.1346153846,28,174,0.1609195402,15,58,0.2586206897,1,21,0.04761904762,16,79,0.2025316456,6,64,0.09375,6,31,0.1935483871,12,95,0.1263157895,0,0,0,0,0,0,0,0,0
Mississippi,2013,23,122,0.1885245902,8,52,0.1538461538,31,174,0.1781609195,16,58,0.275862069,2,21,0.09523809524,18,79,0.2278481013,7,63,0.1111111111,6,30,0.2,13,93,0.1397849462,0,1,0,0,1,0,0,2,0
Mississippi,2014,22,122,0.1803278689,8,52,0.1538461538,30,174,0.1724137931,16,57,0.2807017544,2,20,0.1,18,77,0.2337662338,6,65,0.09230769231,6,32,0.1875,12,97,0.1237113402,0,0,0,0,0,0,0,0,0
Mississippi,2015,21,122,0.1721311475,8,52,0.1538461538,29,174,0.1666666667,15,56,0.2678571429,2,20,0.1,17,76,0.2236842105,6,66,0.09090909091,6,31,0.1935483871,12,97,0.1237113402,0,0,0,0,1,0,0,1,0
Mississippi,2016,15,122,0.1229508197,9,52,0.1730769231,24,174,0.1379310345,10,49,0.2040816327,4,20,0.2,14,69,0.2028985507,5,73,0.06849315068,5,32,0.15625,10,105,0.09523809524,0,0,0,0,0,0,0,0,0
Mississippi,2017,17,122,0.1393442623,9,52,0.1730769231,26,174,0.1494252874,10,48,0.2083333333,4,20,0.2,14,68,0.2058823529,7,74,0.09459459459,5,32,0.15625,12,106,0.1132075472,0,0,0,0,0,0,0,0,0
Mississippi,2018,16,122,0.131147541,9,52,0.1730769231,25,174,0.1436781609,9,48,0.1875,4,19,0.2105263158,13,67,0.1940298507,7,73,0.09589041096,5,32,0.15625,12,105,0.1142857143,0,1,0,0,1,0,0,2,0
Mississippi,2019,15,122,0.1229508197,9,52,0.1730769231,24,174,0.1379310345,7,48,0.1458333333,4,19,0.2105263158,11,67,0.1641791045,7,74,0.09459459459,5,33,0.1515151515,12,107,0.1121495327,1,0,0,0,0,0,1,0,0
Mississippi,2020,17,122,0.1393442623,11,52,0.2115384615,28,174,0.1609195402,9,46,0.1956521739,4,16,0.25,13,62,0.2096774194,7,74,0.09459459459,7,36,0.1944444444,14,110,0.1272727273,1,2,0.5,0,0,0,1,2,0.5
Mississippi,2021,17,122,0.1393442623,10,52,0.1923076923,27,174,0.1551724138,9,46,0.1956521739,3,16,0.1875,12,62,0.1935483871,7,75,0.09333333333,7,36,0.1944444444,14,111,0.1261261261,1,1,1,0,0,0,1,1,1
Mississippi,2022,15,122,0.1229508197,10,52,0.1923076923,25,174,0.1436781609,6,46,0.1304347826,3,15,0.2,9,61,0.1475409836,7,75,0.09333333333,7,36,0.1944444444,14,111,0.1261261261,2,1,2,0,1,0,2,2,1
Mississippi,2023,15,122,0.1229508197,10,52,0.1923076923,25,174,0.1436781609,6,42,0.1428571429,3,16,0.1875,9,58,0.1551724138,7,76,0.09210526316,7,36,0.1944444444,14,112,0.125,2,4,0.5,0,0,0,2,4,0.5
Mississippi,2024,18,122,0.1475409836,9,52,0.1730769231,27,174,0.1551724138,7,41,0.1707317073,2,16,0.125,9,57,0.1578947368,9,79,0.1139240506,7,36,0.1944444444,16,115,0.1391304348,2,2,1,0,0,0,2,2,1
Missouri,2010,37,163,0.226993865,8,34,0.2352941176,45,197,0.2284263959,25,73,0.3424657534,5,11,0.4545454545,30,84,0.3571428571,12,89,0.1348314607,3,23,0.1304347826,15,112,0.1339285714,0,1,0,0,0,0,0,1,0
Missouri,2011,41,163,0.2515337423,6,34,0.1764705882,47,197,0.2385786802,21,57,0.3684210526,4,8,0.5,25,65,0.3846153846,19,106,0.179245283,2,26,0.07692307692,21,132,0.1590909091,1,0,0,0,0,0,1,0,0
Missouri,2012,41,163,0.2515337423,6,34,0.1764705882,47,197,0.2385786802,21,56,0.375,4,8,0.5,25,64,0.390625,19,106,0.179245283,2,26,0.07692307692,21,132,0.1590909091,1,1,1,0,0,0,1,1,1
Missouri,2013,38,163,0.2331288344,5,34,0.1470588235,43,197,0.2182741117,18,53,0.3396226415,5,10,0.5,23,63,0.3650793651,20,110,0.1818181818,0,24,0,20,134,0.1492537313,0,0,0,0,0,0,0,0,0
Missouri,2014,40,163,0.245398773,5,34,0.1470588235,45,197,0.2284263959,18,52,0.3461538462,5,9,0.5555555556,23,61,0.3770491803,22,108,0.2037037037,0,24,0,22,132,0.1666666667,0,3,0,0,1,0,0,4,0
Missouri,2015,43,163,0.263803681,6,34,0.1764705882,49,197,0.2487309645,19,45,0.4222222222,5,9,0.5555555556,24,54,0.4444444444,24,117,0.2051282051,1,25,0.04,25,142,0.176056338,0,1,0,0,0,0,0,1,0
Missouri,2016,43,163,0.263803681,6,34,0.1764705882,49,197,0.2487309645,19,45,0.4222222222,5,9,0.5555555556,24,54,0.4444444444,24,117,0.2051282051,1,25,0.04,25,142,0.176056338,0,1,0,0,0,0,0,1,0
Missouri,2017,37,163,0.226993865,7,34,0.2058823529,44,197,0.2233502538,17,46,0.3695652174,5,9,0.5555555556,22,55,0.4,20,117,0.1709401709,2,25,0.08,22,142,0.1549295775,0,0,0,0,0,0,0,0,0
Missouri,2018,37,163,0.226993865,8,34,0.2352941176,45,197,0.2284263959,16,46,0.347826087,6,9,0.6666666667,22,55,0.4,21,112,0.1875,2,25,0.08,23,137,0.1678832117,0,5,0,0,0,0,0,5,0
Missouri,2019,38,163,0.2331288344,9,34,0.2647058824,47,197,0.2385786802,18,47,0.3829787234,6,10,0.6,24,57,0.4210526316,20,116,0.1724137931,3,24,0.125,23,140,0.1642857143,0,0,0,0,0,0,0,0,0
Missouri,2020,40,163,0.245398773,8,34,0.2352941176,48,197,0.2436548223,20,48,0.4166666667,5,8,0.625,25,56,0.4464285714,20,114,0.1754385965,3,23,0.1304347826,23,137,0.1678832117,0,1,0,0,3,0,0,4,0
Missouri,2021,40,163,0.245398773,11,34,0.3235294118,51,197,0.2588832487,26,48,0.5416666667,5,10,0.5,31,58,0.5344827586,14,114,0.1228070175,6,24,0.25,20,138,0.1449275362,0,1,0,0,0,0,0,1,0
Missouri,2022,39,163,0.2392638037,11,34,0.3235294118,50,197,0.2538071066,26,49,0.5306122449,5,10,0.5,31,59,0.5254237288,13,112,0.1160714286,6,24,0.25,19,136,0.1397058824,0,2,0,0,0,0,0,2,0
Missouri,2023,45,163,0.2760736196,12,34,0.3529411765,57,197,0.2893401015,28,52,0.5384615385,5,10,0.5,33,62,0.5322580645,17,111,0.1531531532,7,24,0.2916666667,24,135,0.1777777778,0,0,0,0,0,0,0,0,0
Missouri,2024,45,163,0.2760736196,10,34,0.2941176471,55,197,0.2791878173,28,51,0.5490196078,4,10,0.4,32,61,0.5245901639,17,111,0.1531531532,6,24,0.25,23,135,0.1703703704,0,1,0,0,0,0,0,1,0
Montana,2010,29,100,0.29,9,50,0.18,38,150,0.2533333333,23,50,0.46,7,23,0.3043478261,30,73,0.4109589041,6,50,0.12,2,27,0.07407407407,8,77,0.1038961039,0,0,0,0,0,0,0,0,0
Montana,2011,28,100,0.28,8,50,0.16,36,150,0.24,19,32,0.59375,6,22,0.2727272727,25,54,0.462962963,9,68,0.1323529412,2,28,0.07142857143,11,96,0.1145833333,0,0,0,0,0,0,0,0,0
Montana,2012,28,100,0.28,8,50,0.16,36,150,0.24,19,32,0.59375,6,22,0.2727272727,25,54,0.462962963,9,68,0.1323529412,2,28,0.07142857143,11,96,0.1145833333,0,0,0,0,0,0,0,0,0
Montana,2013,31,100,0.31,10,50,0.2,41,150,0.2733333333,23,37,0.6216216216,5,23,0.2173913043,28,60,0.4666666667,8,63,0.126984127,5,27,0.1851851852,13,90,0.1444444444,0,0,0,0,0,0,0,0,0
Montana,2014,30,100,0.3,10,50,0.2,40,150,0.2666666667,22,38,0.5789473684,5,21,0.2380952381,27,59,0.4576271186,8,61,0.131147541,5,29,0.1724137931,13,90,0.1444444444,0,1,0,0,0,0,0,1,0
Montana,2015,29,100,0.29,18,50,0.36,47,150,0.3133333333,21,41,0.512195122,12,21,0.5714285714,33,62,0.5322580645,8,59,0.1355932203,6,29,0.2068965517,14,88,0.1590909091,0,0,0,0,0,0,0,0,0
Montana,2016,29,100,0.29,18,50,0.36,47,150,0.3133333333,21,41,0.512195122,12,21,0.5714285714,33,62,0.5322580645,8,59,0.1355932203,6,29,0.2068965517,14,88,0.1590909091,0,0,0,0,0,0,0,0,0
Montana,2017,29,100,0.29,14,50,0.28,43,150,0.2866666667,21,41,0.512195122,12,18,0.6666666667,33,59,0.5593220339,8,59,0.1355932203,2,32,0.0625,10,91,0.1098901099,0,0,0,0,0,0,0,0,0
Montana,2018,29,100,0.29,13,50,0.26,42,150,0.28,21,41,0.512195122,11,18,0.6111111111,32,59,0.5423728814,8,58,0.1379310345,2,32,0.0625,10,90,0.1111111111,0,1,0,0,0,0,0,1,0
Montana,2019,33,100,0.33,13,50,0.26,46,150,0.3066666667,22,42,0.5238095238,11,20,0.55,33,62,0.5322580645,11,58,0.1896551724,2,30,0.06666666667,13,88,0.1477272727,0,0,0,0,0,0,0,0,0
Montana,2020,33,100,0.33,13,50,0.26,46,150,0.3066666667,22,42,0.5238095238,11,20,0.55,33,62,0.5322580645,11,57,0.1929824561,2,30,0.06666666667,13,87,0.1494252874,0,1,0,0,0,0,0,1,0
Montana,2021,37,100,0.37,12,50,0.24,49,150,0.3266666667,17,33,0.5151515152,11,19,0.5789473684,28,52,0.5384615385,20,67,0.2985074627,1,31,0.03225806452,21,98,0.2142857143,0,0,0,0,0,0,0,0,0
Montana,2022,37,100,0.37,13,50,0.26,50,150,0.3333333333,17,33,0.5151515152,12,19,0.6315789474,29,52,0.5576923077,20,67,0.2985074627,1,31,0.03225806452,21,98,0.2142857143,0,0,0,0,0,0,0,0,0
Montana,2023,34,100,0.34,14,50,0.28,48,150,0.32,15,32,0.46875,10,16,0.625,25,48,0.5208333333,19,68,0.2794117647,4,34,0.1176470588,23,102,0.2254901961,0,0,0,0,0,0,0,0,0
Montana,2024,34,100,0.34,14,50,0.28,48,150,0.32,15,32,0.46875,10,16,0.625,25,48,0.5208333333,19,68,0.2794117647,4,34,0.1176470588,23,102,0.2254901961,0,0,0,0,0,0,0,0,0
Nebraska,2010,0,0,0,0,0,0,10,49,0.2040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2011,0,0,0,0,0,0,11,49,0.2244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2012,0,0,0,0,0,0,11,49,0.2244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2013,0,0,0,0,0,0,10,49,0.2040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2014,0,0,0,0,0,0,10,49,0.2040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2015,0,0,0,0,0,0,11,49,0.2244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2016,0,0,0,0,0,0,11,49,0.2244897959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2017,0,0,0,0,0,0,13,49,0.2653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2018,0,0,0,0,0,0,13,49,0.2653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2019,0,0,0,0,0,0,14,49,0.2857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2020,0,0,0,0,0,0,14,49,0.2857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2021,0,0,0,0,0,0,13,49,0.2653061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2022,0,0,0,0,0,0,14,49,0.2857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2023,0,0,0,0,0,0,18,49,0.3673469388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,2024,0,0,0,0,0,0,18,49,0.3673469388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,2010,13,42,0.3095238095,7,21,0.3333333333,20,63,0.3174603175,11,28,0.3928571429,6,12,0.5,17,40,0.425,2,14,0.1428571429,1,8,0.125,3,22,0.1363636364,0,0,0,0,1,0,0,1,0
Nevada,2011,12,42,0.2857142857,6,21,0.2857142857,18,63,0.2857142857,11,26,0.4230769231,4,11,0.3636363636,15,37,0.4054054054,1,16,0.0625,2,10,0.2,3,26,0.1153846154,0,0,0,0,0,0,0,0,0
Nevada,2012,12,42,0.2857142857,5,21,0.2380952381,17,63,0.2698412698,11,26,0.4230769231,3,11,0.2727272727,14,37,0.3783783784,1,16,0.0625,2,10,0.2,3,26,0.1153846154,0,0,0,0,0,0,0,0,0
Nevada,2013,14,42,0.3333333333,4,21,0.1904761905,18,63,0.2857142857,12,27,0.4444444444,3,11,0.2727272727,15,38,0.3947368421,2,15,0.1333333333,1,10,0.1,3,25,0.12,0,0,0,0,0,0,0,0,0
Nevada,2014,15,42,0.3571428571,4,21,0.1904761905,19,63,0.3015873016,13,27,0.4814814815,3,11,0.2727272727,16,38,0.4210526316,2,15,0.1333333333,1,10,0.1,3,25,0.12,0,0,0,0,0,0,0,0,0
Nevada,2015,15,42,0.3571428571,5,21,0.2380952381,20,63,0.3174603175,8,15,0.5333333333,3,10,0.3,11,25,0.44,7,27,0.2592592593,2,11,0.1818181818,9,38,0.2368421053,0,0,0,0,0,0,0,0,0
Nevada,2016,16,42,0.380952381,4,21,0.1904761905,20,63,0.3174603175,9,17,0.5294117647,2,10,0.2,11,27,0.4074074074,7,25,0.28,2,11,0.1818181818,9,36,0.25,0,0,0,0,0,0,0,0,0
Nevada,2017,17,42,0.4047619048,8,21,0.380952381,25,63,0.3968253968,13,27,0.4814814815,5,11,0.4545454545,18,38,0.4736842105,4,15,0.2666666667,2,9,0.2222222222,6,24,0.25,0,0,0,1,1,1,1,1,1
Nevada,2018,17,42,0.4047619048,8,21,0.380952381,25,63,0.3968253968,13,27,0.4814814815,6,10,0.6,19,37,0.5135135135,4,14,0.2857142857,1,9,0.1111111111,5,23,0.2173913043,0,1,0,1,2,0.5,1,3,0.3333333333
Nevada,2019,23,42,0.5476190476,10,21,0.4761904762,33,63,0.5238095238,18,29,0.6206896552,9,13,0.6923076923,27,42,0.6428571429,5,13,0.3846153846,1,8,0.125,6,21,0.2857142857,0,0,0,0,0,0,0,0,0
Nevada,2020,24,42,0.5714285714,10,21,0.4761904762,34,63,0.5396825397,19,28,0.6785714286,9,13,0.6923076923,28,41,0.6829268293,5,13,0.3846153846,1,8,0.125,6,21,0.2857142857,0,1,0,0,0,0,0,1,0
Nevada,2021,28,42,0.6666666667,9,21,0.4285714286,37,63,0.5873015873,20,26,0.7692307692,7,12,0.5833333333,27,38,0.7105263158,8,16,0.5,2,9,0.2222222222,10,25,0.4,0,0,0,0,0,0,0,0,0
Nevada,2022,27,42,0.6428571429,10,21,0.4761904762,37,63,0.5873015873,19,26,0.7307692308,8,11,0.7272727273,27,37,0.7297297297,8,16,0.5,2,9,0.2222222222,10,25,0.4,0,0,0,0,1,0,0,1,0
Nevada,2023,25,42,0.5952380952,13,21,0.619047619,38,63,0.6031746032,20,28,0.7142857143,9,13,0.6923076923,29,41,0.7073170732,5,14,0.3571428571,4,8,0.5,9,22,0.4090909091,0,0,0,0,0,0,0,0,0
Nevada,2024,25,42,0.5952380952,13,21,0.619047619,38,63,0.6031746032,20,26,0.7692307692,9,13,0.6923076923,29,39,0.7435897436,5,14,0.3571428571,4,7,0.5714285714,9,21,0.4285714286,0,2,0,0,1,0,0,3,0
New Hampshire,2010,148,400,0.37,13,24,0.5416666667,161,424,0.3797169811,103,222,0.463963964,11,14,0.7857142857,114,236,0.4830508475,45,175,0.2571428571,2,10,0.2,47,185,0.2540540541,0,3,0,0,0,0,0,3,0
New Hampshire,2011,99,400,0.2475,6,24,0.25,105,424,0.2476415094,40,102,0.3921568627,3,5,0.6,43,107,0.4018691589,59,298,0.1979865772,3,19,0.1578947368,62,317,0.1955835962,0,0,0,0,0,0,0,0,0
New Hampshire,2012,97,400,0.2425,6,24,0.25,103,424,0.2429245283,39,104,0.375,3,5,0.6,42,109,0.3853211009,58,294,0.1972789116,3,19,0.1578947368,61,313,0.1948881789,0,2,0,0,0,0,0,2,0
New Hampshire,2013,131,400,0.3275,9,24,0.375,140,424,0.3301886792,98,222,0.4414414414,6,11,0.5454545455,104,233,0.4463519313,33,178,0.1853932584,3,13,0.2307692308,36,191,0.1884816754,0,0,0,0,0,0,0,0,0
New Hampshire,2014,128,400,0.32,9,24,0.375,137,424,0.3231132075,97,220,0.4409090909,6,11,0.5454545455,103,231,0.4458874459,31,179,0.1731843575,3,13,0.2307692308,34,192,0.1770833333,0,1,0,0,0,0,0,1,0
New Hampshire,2015,115,400,0.2875,8,24,0.3333333333,123,424,0.2900943396,70,160,0.4375,4,10,0.4,74,170,0.4352941176,45,239,0.1882845188,4,14,0.2857142857,49,253,0.1936758893,0,1,0,0,0,0,0,1,0
New Hampshire,2016,113,400,0.2825,8,24,0.3333333333,121,424,0.2853773585,68,160,0.425,4,10,0.4,72,170,0.4235294118,45,239,0.1882845188,4,14,0.2857142857,49,253,0.1936758893,0,1,0,0,0,0,0,1,0
New Hampshire,2017,119,400,0.2975,7,24,0.2916666667,126,424,0.2971698113,80,175,0.4571428571,4,10,0.4,84,185,0.4540540541,39,225,0.1733333333,3,14,0.2142857143,42,239,0.1757322176,0,0,0,0,0,0,0,0,0
New Hampshire,2018,115,400,0.2875,7,24,0.2916666667,122,424,0.2877358491,77,175,0.44,4,10,0.4,81,185,0.4378378378,38,218,0.1743119266,3,14,0.2142857143,41,232,0.1767241379,0,7,0,0,0,0,0,7,0
New Hampshire,2019,135,400,0.3375,10,24,0.4166666667,145,424,0.3419811321,109,234,0.4658119658,7,14,0.5,116,248,0.4677419355,26,166,0.156626506,3,10,0.3,29,176,0.1647727273,0,0,0,0,0,0,0,0,0
New Hampshire,2020,134,400,0.335,10,24,0.4166666667,144,424,0.3396226415,109,234,0.4658119658,7,14,0.5,116,248,0.4677419355,25,162,0.1543209877,3,10,0.3,28,172,0.1627906977,0,4,0,0,0,0,0,4,0
New Hampshire,2021,142,400,0.355,10,24,0.4166666667,152,424,0.358490566,94,187,0.5026737968,5,10,0.5,99,197,0.5025380711,48,213,0.2253521127,5,14,0.3571428571,53,227,0.2334801762,0,0,0,0,0,0,0,0,0
New Hampshire,2022,136,400,0.34,9,24,0.375,145,424,0.3419811321,90,188,0.4787234043,5,10,0.5,95,198,0.4797979798,46,207,0.2222222222,4,14,0.2857142857,50,221,0.2262443439,0,5,0,0,0,0,0,5,0
New Hampshire,2023,149,400,0.3725,12,24,0.5,161,424,0.3797169811,99,197,0.5025380711,7,10,0.7,106,207,0.5120772947,49,201,0.2437810945,5,14,0.3571428571,54,215,0.2511627907,1,2,0.5,0,0,0,1,2,0.5
New Hampshire,2024,147,400,0.3675,12,24,0.5,159,424,0.375,98,193,0.5077720207,7,10,0.7,105,203,0.5172413793,48,201,0.2388059701,5,14,0.3571428571,53,215,0.2465116279,1,6,0.1666666667,0,0,0,1,6,0.1666666667
New Jersey,2010,24,80,0.3,10,40,0.25,34,120,0.2833333333,16,47,0.3404255319,7,23,0.3043478261,23,70,0.3285714286,8,33,0.2424242424,3,17,0.1764705882,11,50,0.22,0,0,0,0,0,0,0,0,0
New Jersey,2011,24,80,0.3,10,40,0.25,34,120,0.2833333333,15,47,0.3191489362,7,24,0.2916666667,22,71,0.3098591549,9,33,0.2727272727,3,16,0.1875,12,49,0.2448979592,0,0,0,0,0,0,0,0,0
New Jersey,2012,24,80,0.3,11,40,0.275,35,120,0.2916666667,15,48,0.3125,8,24,0.3333333333,23,72,0.3194444444,9,30,0.3,3,16,0.1875,12,46,0.2608695652,0,2,0,0,0,0,0,2,0
New Jersey,2013,24,80,0.3,11,40,0.275,35,120,0.2916666667,15,48,0.3125,8,24,0.3333333333,23,72,0.3194444444,9,32,0.28125,3,16,0.1875,12,48,0.25,0,0,0,0,0,0,0,0,0
New Jersey,2014,26,80,0.325,11,40,0.275,37,120,0.3083333333,16,48,0.3333333333,8,24,0.3333333333,24,72,0.3333333333,10,32,0.3125,3,16,0.1875,13,48,0.2708333333,0,0,0,0,0,0,0,0,0
New Jersey,2015,26,80,0.325,11,40,0.275,37,120,0.3083333333,16,48,0.3333333333,8,24,0.3333333333,24,72,0.3333333333,10,32,0.3125,3,16,0.1875,13,48,0.2708333333,0,0,0,0,0,0,0,0,0
New Jersey,2016,25,80,0.3125,11,40,0.275,36,120,0.3,18,51,0.3529411765,8,24,0.3333333333,26,75,0.3466666667,7,29,0.2413793103,3,16,0.1875,10,45,0.2222222222,0,0,0,0,0,0,0,0,0
New Jersey,2017,25,80,0.3125,12,40,0.3,37,120,0.3083333333,18,52,0.3461538462,8,24,0.3333333333,26,76,0.3421052632,7,28,0.25,4,16,0.25,11,44,0.25,0,0,0,0,0,0,0,0,0
New Jersey,2018,27,80,0.3375,10,40,0.25,37,120,0.3083333333,21,54,0.3888888889,8,25,0.32,29,79,0.3670886076,6,26,0.2307692308,2,15,0.1333333333,8,41,0.1951219512,0,0,0,0,0,0,0,0,0
New Jersey,2019,28,80,0.35,10,40,0.25,38,120,0.3166666667,21,54,0.3888888889,9,26,0.3461538462,30,80,0.375,7,26,0.2692307692,1,14,0.07142857143,8,40,0.2,0,0,0,0,0,0,0,0,0
New Jersey,2020,27,80,0.3375,10,40,0.25,37,120,0.3083333333,20,52,0.3846153846,9,25,0.36,29,77,0.3766233766,7,28,0.25,1,15,0.06666666667,8,43,0.1860465116,0,0,0,0,0,0,0,0,0
New Jersey,2021,26,80,0.325,11,40,0.275,37,120,0.3083333333,19,52,0.3653846154,9,25,0.36,28,77,0.3636363636,7,28,0.25,2,15,0.1333333333,9,43,0.2093023256,0,0,0,0,0,0,0,0,0
New Jersey,2022,31,80,0.3875,11,40,0.275,42,120,0.35,20,46,0.4347826087,8,24,0.3333333333,28,70,0.4,11,34,0.3235294118,3,16,0.1875,14,50,0.28,0,0,0,0,0,0,0,0,0
New Jersey,2023,32,80,0.4,11,40,0.275,43,120,0.3583333333,21,46,0.4565217391,8,25,0.32,29,71,0.4084507042,11,34,0.3235294118,3,15,0.2,14,49,0.2857142857,0,0,0,0,0,0,0,0,0
New Jersey,2024,31,80,0.3875,10,40,0.25,41,120,0.3416666667,25,52,0.4807692308,8,25,0.32,33,77,0.4285714286,6,28,0.2142857143,2,15,0.1333333333,8,43,0.1860465116,0,0,0,0,0,0,0,0,0
New Mexico,2010,23,70,0.3285714286,10,42,0.2380952381,33,112,0.2946428571,13,45,0.2888888889,8,27,0.2962962963,21,72,0.2916666667,10,25,0.4,2,15,0.1333333333,12,40,0.3,0,0,0,0,0,0,0,0,0
New Mexico,2011,21,70,0.3,10,42,0.2380952381,31,112,0.2767857143,12,37,0.3243243243,8,27,0.2962962963,20,64,0.3125,9,33,0.2727272727,2,15,0.1333333333,11,48,0.2291666667,0,0,0,0,0,0,0,0,0
New Mexico,2012,20,70,0.2857142857,11,42,0.2619047619,31,112,0.2767857143,12,36,0.3333333333,9,27,0.3333333333,21,63,0.3333333333,8,33,0.2424242424,2,15,0.1333333333,10,48,0.2083333333,0,1,0,0,0,0,0,1,0
New Mexico,2013,26,70,0.3714285714,6,42,0.1428571429,32,112,0.2857142857,15,38,0.3947368421,3,25,0.12,18,63,0.2857142857,11,32,0.34375,3,17,0.1764705882,14,49,0.2857142857,0,0,0,0,0,0,0,0,0
New Mexico,2014,26,70,0.3714285714,7,42,0.1666666667,33,112,0.2946428571,15,37,0.4054054054,4,25,0.16,19,62,0.3064516129,11,33,0.3333333333,3,17,0.1764705882,14,50,0.28,0,0,0,0,0,0,0,0,0
New Mexico,2015,23,70,0.3285714286,7,42,0.1666666667,30,112,0.2678571429,13,33,0.3939393939,4,25,0.16,17,58,0.2931034483,10,37,0.2702702703,3,17,0.1764705882,13,54,0.2407407407,0,0,0,0,0,0,0,0,0
New Mexico,2016,23,70,0.3285714286,7,42,0.1666666667,30,112,0.2678571429,13,33,0.3939393939,4,25,0.16,17,58,0.2931034483,10,37,0.2702702703,3,17,0.1764705882,13,54,0.2407407407,0,0,0,0,0,0,0,0,0
New Mexico,2017,27,70,0.3857142857,7,42,0.1666666667,34,112,0.3035714286,17,38,0.4473684211,5,26,0.1923076923,22,64,0.34375,10,32,0.3125,2,16,0.125,12,48,0.25,0,0,0,0,0,0,0,0,0
New Mexico,2018,27,70,0.3857142857,7,42,0.1666666667,34,112,0.3035714286,17,38,0.4473684211,5,26,0.1923076923,22,64,0.34375,10,32,0.3125,2,16,0.125,12,48,0.25,0,0,0,0,0,0,0,0,0
New Mexico,2019,31,70,0.4428571429,9,42,0.2142857143,40,112,0.3571428571,24,46,0.5217391304,7,26,0.2692307692,31,72,0.4305555556,7,24,0.2916666667,2,16,0.125,9,40,0.225,0,0,0,0,0,0,0,0,0
New Mexico,2020,32,70,0.4571428571,9,42,0.2142857143,41,112,0.3660714286,25,46,0.5434782609,7,26,0.2692307692,32,72,0.4444444444,7,24,0.2916666667,2,16,0.125,9,40,0.225,0,0,0,0,0,0,0,0,0
New Mexico,2021,37,70,0.5285714286,12,42,0.2857142857,49,112,0.4375,28,45,0.6222222222,10,27,0.3703703704,38,72,0.5277777778,8,24,0.3333333333,2,15,0.1333333333,10,39,0.2564102564,1,1,1,0,0,0,1,1,1
New Mexico,2022,37,70,0.5285714286,12,42,0.2857142857,49,112,0.4375,29,44,0.6590909091,10,26,0.3846153846,39,70,0.5571428571,8,24,0.3333333333,2,15,0.1333333333,10,39,0.2564102564,0,2,0,0,1,0,0,3,0
New Mexico,2023,38,70,0.5428571429,11,42,0.2619047619,49,112,0.4375,31,45,0.6888888889,10,27,0.3703703704,41,72,0.5694444444,7,25,0.28,1,15,0.06666666667,8,40,0.2,0,0,0,0,0,0,0,0,0
New Mexico,2024,38,70,0.5428571429,11,42,0.2619047619,49,112,0.4375,31,45,0.6888888889,10,27,0.3703703704,41,72,0.5694444444,7,25,0.28,1,15,0.06666666667,8,40,0.2,0,0,0,0,0,0,0,0,0
New York,2010,42,150,0.28,10,62,0.1612903226,52,212,0.2452830189,36,109,0.3302752294,8,32,0.25,44,141,0.3120567376,6,41,0.1463414634,2,30,0.06666666667,8,71,0.1126760563,0,0,0,0,0,0,0,0,0
